name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Abide Therapeutics,Biotechnology,2250180,operating,USA,NJ,Newark,Princeton,1,2011-01-01,2011-11-18,2011-11-18
Abigail Stewart,Fashion,60000,operating,USA,NY,New York City,New York,1,2010-01-15,2014-02-17,2014-02-17
Ability Dynamics,Health Care,1500000,operating,USA,AZ,Phoenix,Tempe,1,2009-01-01,2012-02-20,2012-02-20
ABILITY Network,Health Care,583000000,operating,USA,MN,Minneapolis,Minneapolis,4,2000-01-01,2006-12-14,2014-04-07
AbilTo,Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,21000000,operating,USA,NY,New York City,New York,3,2008-01-01,2013-05-14,2015-06-09
Abine,Curated Web|Privacy,6467283,operating,USA,MA,Boston,Boston,1,2008-01-01,2011-07-12,2011-07-12
aBioBot,Biotechnology|Robotics|Technology,50000,operating,USA,OH,"Columbus, Ohio",Dublin,1,2015-01-01,2015-02-03,2015-02-03
Abiquo Group,Cloud Computing|Cloud Infrastructure|Cloud Management|M2M|Open Source|Software|Virtualization|Web Hosting,26898770,operating,USA,CA,SF Bay Area,Redwood City,10,2010-01-01,2008-01-01,2015-08-10
aBIZinaBOX,Accounting|Consulting|CRM|Marketing Automation|Project Management,500000,operating,USA,IL,Chicago,Evanston,1,1998-08-17,2008-10-08,2008-10-08
Ablative Solutions,Biotechnology,42980577,operating,USA,MI,Kalamazoo,Kalamazoo,7,2011-01-01,2012-01-04,2015-11-12
Able Lending,Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,17500000,operating,USA,TX,Austin,Austin,4,2014-01-01,2011-12-12,2015-08-25
Able Planet,Hardware + Software,12005448,operating,USA,CO,Denver,Wheat Ridge,5,2005-01-01,2009-08-17,2012-02-01
AbleSky,Software,1273000,operating,USA,CA,SF Bay Area,Mountain View,1,2007-01-01,2011-06-29,2011-06-29
Ablexis,Biotechnology,12000000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-01-01,2010-06-04,2010-06-04
ablio,Local|Services|Translation,250000,operating,USA,CA,Los Angeles,Westlake Village,1,2014-07-01,2015-01-15,2015-01-15
ABO Data,Enterprise Software,1000000,operating,USA,TX,TX - Other,Italy,1,1979-01-01,1979-01-01,1979-01-01
abode,Home Automation|Home Owners|Security,1000000,operating,USA,CA,SF Bay Area,Palo Alto,1,2014-01-28,2014-10-01,2014-10-01
ABODO,Real Estate|Search,2518000,operating,USA,WI,Madison,Madison,4,2011-01-03,2013-01-04,2015-04-27
Abound Logic,Design|Manufacturing|Semiconductors,3705137,operating,USA,CA,SF Bay Area,Santa Clara,1,1993-01-01,2009-01-15,2009-01-15
Abound Solar,Clean Technology|Solar,510000000,closed,USA,CO,CO - Other,Loveland,2,2007-01-01,2010-07-06,2010-12-15
aboutLife,Big Data|Consumers|Personal Finance|Retirement,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2015-03-12,2015-09-30
about.me,Curated Web|Identity|Identity Management,17087500,operating,USA,CA,SF Bay Area,San Francisco,3,2013-02-05,2009-12-22,2014-06-10
AboutOne,Contact Management|Curated Web|Events,4439407,operating,USA,PA,Philadelphia,Paoli,6,2010-06-01,2011-05-01,2015-04-23
AboutUs.org,Curated Web,7618249,operating,USA,OR,"Portland, Oregon",Portland,3,2006-01-01,2008-11-26,2009-07-16
ABOVE Solutions,Software,450000,operating,USA,MA,Boston,Lexington,1,2008-07-01,2011-08-16,2011-08-16
ABPathfinder,Health and Wellness,2810000,operating,USA,KS,Kansas City,Overland Park,3,2010-06-01,2012-12-05,2014-11-26
Abra,Financial Services,14000000,operating,USA,CA,SF Bay Area,Mountain View,2,2014-01-01,2015-03-05,2015-09-10
Abroad101,Education,50000,operating,USA,MA,Boston,Boston,1,2007-05-04,2010-10-21,2010-10-21
ABS,Health Care,132500,operating,USA,MN,Minneapolis,Minnetonka,1,2009-01-01,2012-09-19,2012-09-19
ABSMaterials,Clean Technology,4500000,operating,USA,OH,Akron - Canton,Wooster,2,2008-01-01,2010-06-24,2013-11-24
Absolute Commerce,Software,200000,operating,USA,RI,Providence,Providence,1,2012-01-01,2014-05-09,2014-05-09
ABT Molecular Imaging,Health Care,28364818,operating,USA,TN,Knoxville,Knoxville,10,2006-01-01,2009-10-06,2014-04-07
Abtech Holdings,Engineering Firms|Environmental Innovation|Technology,1400000,ipo,USA,AZ,Phoenix,Scottsdale,1,1995-01-01,2015-05-18,2015-05-18
FashionAde.com (Abundant Closet),E-Commerce,60000,closed,USA,GA,Atlanta,Atlanta,1,2008-01-01,2010-02-23,2010-02-23
abusix,B2B|Internet Service Providers|Security|Software,1300000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-10-01,2013-11-01,2013-11-01
A.C. Moore,E-Commerce,10000000,ipo,USA,NJ,NJ - Other,Berlin,1,1984-01-01,2009-06-05,2009-06-05
Acacia,Apps|Gamification|iOS|Mobile,15000,operating,USA,TN,Nashville,Nashville,1,2012-03-10,2012-05-20,2012-05-20
Acacia Communications,Web Hosting,23000000,operating,USA,MA,Boston,Maynard,2,2009-01-01,2011-12-12,2013-05-15
Acacia Interactive,Software,762000,operating,USA,TN,Nashville,Nashville,1,2012-01-01,2013-03-29,2013-03-29
Acacia Living,Health and Wellness,2338650,operating,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2013-12-11,2013-12-11
Acacia Research,Business Services|Intellectual Asset Management|Licensing,255100000,ipo,USA,CA,Anaheim,Newport Beach,3,1993-01-01,1999-11-22,2012-02-21
Acacia Trading,Bitcoin|Cloud Computing|Trading,3300,operating,USA,CA,SF Bay Area,Menlo Park,1,2014-01-01,2014-10-20,2014-10-20
Academia.edu,Social Media,17800000,operating,USA,CA,SF Bay Area,San Francisco,4,2008-09-01,2007-11-02,2013-09-26
AcademixDirect,Advertising|Education|Lead Generation|Portals,10000000,operating,USA,CA,SF Bay Area,Menlo Park,1,2004-01-01,2009-01-01,2009-01-01
Academy123,Education,2000000,acquired,USA,CA,Los Angeles,Westlake Village,1,2004-01-01,2004-08-01,2004-08-01
AcadiaSoft,Finance,34000000,operating,USA,MA,Boston,Pembroke,2,2009-01-01,2010-01-08,2015-07-14
Acccess Technology Solutions,E-Commerce,25478613,operating,USA,UT,Salt Lake City,Provo,1,2002-01-01,2014-08-20,2014-08-20
Accel Diagnostics,Diagnostics|Health Care|Health Diagnostics|Medical Devices,25000,operating,USA,PA,Pittsburgh,Pittsburgh,3,2012-01-01,2012-02-10,2015-01-14
Accelalox,Biotechnology,430000,operating,USA,CA,SF Bay Area,Menlo Park,1,2005-01-01,2009-10-10,2009-10-10
Accelera,Mobile|Technology|Wireless,3033472,operating,USA,CA,SF Bay Area,Santa Clara,2,2009-01-01,2012-02-01,2013-05-03
Accelerate Diagnostics,Health Care|Health Diagnostics|Medical Devices,63016244,ipo,USA,AZ,Tucson,Tucson,4,2004-01-01,2010-03-23,2014-05-05
Accelerate Mobile Apps,Mobile,150000,operating,USA,CA,SF Bay Area,Scotts Valley,1,2009-01-01,2009-12-24,2009-12-24
Accelerated IO,Software,3255325,operating,USA,OK,Tulsa,Tulsa,2,1997-01-01,2009-11-05,2012-03-28
Accelerated Vision Group,Analytics,8500000,operating,USA,KS,Kansas City,Overland Park,2,2011-01-01,2012-05-21,2013-10-25
Accelerize New Media,Enterprise Software,4045500,ipo,USA,CA,Los Angeles,Los Angeles,3,2005-01-01,2010-05-10,2014-04-16
Acceleron Pharma,Biotechnology,113701127,ipo,USA,MA,Boston,Cambridge,6,2004-01-01,2006-08-02,2011-12-23
AccelGolf,Apps|Finance|Mobile|Sports,457282,closed,USA,MA,Boston,Cambridge,7,2008-08-01,2008-01-01,2009-12-04
Accelitec,Software,5705841,operating,USA,WA,Seattle,Bellingham,3,2001-01-01,2009-05-15,2013-06-11
Accellion,Enterprise Software|Security,13410901,operating,USA,CA,SF Bay Area,Palo Alto,2,1999-01-01,2012-01-04,2012-03-09
Accellos,Logistics|Software|Storage|Supply Chain Management|Transportation,28500000,operating,USA,CO,Colorado Springs,Colorado Springs,2,2006-01-01,2008-09-30,2012-10-16
AccelOne,Software,225000,closed,USA,WA,Seattle,Kirkland,1,2013-01-01,2014-04-29,2014-04-29
AccelOps,Analytics|Cloud Computing|Cloud Management|Networking|SaaS|Security|Virtualization,25000000,operating,USA,CA,SF Bay Area,Santa Clara,2,2007-01-01,2007-10-01,2012-05-01
Accentia Biopharmaceuticals Inc,Biotechnology|Health and Wellness,775000,ipo,USA,FL,Tampa,Tampa,2,2002-01-01,2012-02-08,2013-06-25
Accenx Technologies,Software,4500000,acquired,USA,CA,Anaheim,Irvine,2,1997-01-01,2007-09-13,2009-02-27
Acceptd,Software,3020000,operating,USA,OH,"Columbus, Ohio",Columbus,3,2011-01-01,2011-06-01,2013-06-13
Accera,Biotechnology,138581610,operating,USA,CO,Denver,Broomfield,5,2001-01-01,2004-09-16,2013-10-25
Accertify,Credit Cards|Fraud Detection|Security,7131124,acquired,USA,IL,Chicago,Itasca,3,2007-03-01,2008-06-03,2010-05-04
Access Closure,Health Care,13793098,acquired,USA,CA,SF Bay Area,Mountain View,3,2002-01-01,2010-03-03,2012-10-01
Access Integrated Healthcare,Health and Wellness|Health Care|Services,58500000,operating,USA,CA,Los Angeles,Los Angeles,2,2014-10-01,2015-04-24,2015-09-30
Access Media 3,Security,30000000,operating,USA,IL,IL - Other,Saybrook,1,2007-01-01,2012-02-09,2012-02-09
Access MediQuip,Health Care,46900000,operating,USA,FL,Orlando,Lake Mary,1,1997-01-01,2013-01-13,2013-01-13
Access Mobile,Mobile,752500,operating,USA,CO,Denver,Denver,3,2010-01-01,2013-06-26,2015-07-10
Access Northeast,Cloud Computing|Data Centers|Networking|Services|Software|Web Hosting,1999998,acquired,USA,MA,Boston,Marlborough,1,1999-01-01,2009-11-23,2009-11-23
Access Psychiatry Solutions,Biotechnology,250000,operating,USA,WA,Seattle,Shoreline,1,2011-01-01,2011-05-20,2011-05-20
Access Scientific,Health Care,21376001,acquired,USA,CA,San Diego,San Diego,6,2004-01-01,2009-10-06,2012-06-21
AccessSportsMedia.com,Advertising|Distribution|Mobile|Sales and Marketing|Social Media,24250000,operating,USA,CA,Los Angeles,Los Angeles,3,2003-01-01,2006-11-07,2011-01-05
AccessData,Enterprise Software,45000000,operating,USA,UT,Salt Lake City,Lindon,2,1987-01-01,2013-03-15,2013-03-15
Inherited Health,Health and Wellness,1155000,acquired,USA,CA,Los Angeles,Los Angeles,2,2007-11-01,2008-01-01,2009-08-01
Access Network,Advertising,3200000,operating,USA,NY,New York City,New York,2,2008-01-01,2010-04-01,2011-04-01
Accio Energy,Clean Technology,4500000,operating,USA,MI,Detroit,Ann Arbor,1,2007-01-01,2015-11-30,2015-11-30
Accion,Financial Services|Nonprofits|Social Fundraising,23000000,operating,USA,MA,Boston,Boston,2,1961-01-01,2011-12-07,2012-06-26
Accion Systems,Aerospace|Manufacturing|New Product Development,2000000,operating,USA,MA,Boston,Cambridge,1,2014-01-01,2015-01-05,2015-01-05
Accion Texas,Nonprofits,2800000,operating,USA,TX,San Antonio,San Antonio,1,1994-01-01,2013-09-25,2013-09-25
Accipiter,Advertising|Internet|Services,5500000,operating,USA,NC,Raleigh,Raleigh,3,1996-06-01,1996-06-01,2005-01-12
Accipiter Radar,Homeland Security|Security|Tracking,4700000,operating,USA,NY,NY - Other,Orchard Park,1,1994-01-01,2013-09-04,2013-09-04
Accipiter Systems,Analytics,4979639,operating,USA,PA,Pittsburgh,Wexford,4,2002-01-01,2012-02-29,2014-01-02
Acclaimd,Analytics|Career Management|Recruiting|Social Recruiting,90000,operating,USA,OH,"Columbus, Ohio",Columbus,2,2012-02-01,2012-06-01,2012-08-07
Acclarent,Biotechnology|Medical,35000000,acquired,USA,CA,SF Bay Area,Menlo Park,1,2004-06-01,2007-04-23,2007-04-23
Acclaris Holdings,Development Platforms|Health Care|Software,5000000,acquired,USA,FL,Tampa,Tampa,1,2010-01-01,2004-07-21,2004-07-21
Acco Brands,Hardware + Software,10000000,ipo,USA,IL,Chicago,Lake Zurich,1,1947-01-01,2007-02-01,2007-02-01
ACCO Semiconductor,Semiconductors,33331814,operating,USA,CA,SF Bay Area,Sunnyvale,3,1994-01-01,2010-09-15,2014-03-18
Accolade,Health and Wellness|Health Care|Healthcare Services,96244444,operating,USA,PA,Philadelphia,Plymouth Meeting,6,2007-01-01,2007-02-01,2015-07-16
Accompany,3D|Social Media|Technology,20600000,operating,USA,CA,SF Bay Area,Los Altos,2,2013-01-01,2014-06-16,2014-11-19
Accord Biomaterials,Biotechnology,1200000,operating,USA,MI,Detroit,Ann Arbor,1,2008-01-01,2010-10-21,2010-10-21
Accordion Health,Big Data Analytics|Health Care Information Technology|SaaS,150000,closed,USA,TX,Austin,Austin,1,2014-05-14,2014-07-02,2014-07-02
Accountable,B2B|Cloud Computing|Enterprises|Health and Wellness|Health Care|Network Security|SaaS,158000,operating,USA,SC,SC - Other,Texas,2,2013-03-01,2013-08-01,2014-08-18
AccountNow,Credit|Finance|Financial Services|Personal Finance,34072000,operating,USA,CA,SF Bay Area,San Ramon,4,2003-01-01,2004-08-09,2008-03-01
Accreon,Software,5500000,operating,USA,MA,Boston,Boston,1,2008-01-01,2015-04-08,2015-04-08
Accriva Diagnostics,Medical Devices,15470704,operating,USA,CA,San Diego,San Diego,2,2010-01-01,2010-11-01,2015-03-10
Accruent,Enterprise Software,32000000,operating,USA,CA,Los Angeles,Santa Monica,2,1995-01-01,2010-02-04,2013-11-25
Accruit,Software,3315000,operating,USA,CO,Denver,Denver,1,2000-01-01,2008-07-03,2008-07-03
Accu-Break Pharmaceuticals,Biotechnology,6650000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2001-01-01,2007-06-01,2013-05-21
AccuBuild IT,Construction,4000000,operating,USA,TX,Austin,Georgetown,2,1987-01-01,2015-05-28,2015-05-29
Accudial Pharmaceutical,Biotechnology,12024769,operating,USA,FL,Palm Beaches,Boca Raton,3,2010-01-01,2010-05-27,2013-05-30
AccuDraft,Software,650000,operating,USA,FL,Orlando,Lake Mary,1,1992-01-01,2006-12-06,2006-12-06
Accuhealth Partners,Health and Wellness,760000,operating,USA,KS,Kansas City,Olathe,1,2011-01-01,2011-02-21,2011-02-21
Accuitis,Health and Wellness,1495000,operating,USA,GA,Atlanta,Cumming,2,2011-01-01,2015-03-20,2015-11-23
Accumen,Health Care|Hospitals,6700000,operating,USA,CA,San Diego,San Diego,1,2011-06-01,2011-06-01,2011-06-01
Accumetrics,Biotechnology,110640466,acquired,USA,CA,San Diego,San Diego,9,1996-01-01,2003-05-16,2013-08-30
Accuradio,Internet Radio Market,2500000,operating,USA,IL,Chicago,Chicago,1,2001-04-01,2014-09-05,2014-09-05
Accurence,Software,4277507,operating,USA,CO,Denver,Westminster,2,2005-01-01,2011-11-08,2014-04-16
AccuRev,Software,2100000,operating,USA,MA,Boston,Concord,1,1998-01-01,2005-03-07,2005-03-07
Pegasus Imaging Corporation,Software,25000,operating,USA,FL,Tampa,Tampa,1,1991-01-01,2009-06-30,2009-06-30
Accuvant,Security,8198838,acquired,USA,CO,Denver,Denver,4,2002-01-01,2008-07-01,2014-10-17
AccuVein,Hardware + Software,30500000,operating,USA,NY,Long Island,Huntington Station,2,2006-01-01,2011-07-28,2014-02-03
ACE,Biotechnology|Medical,1245092,operating,USA,PA,Pittsburgh,Pittsburgh,3,2006-01-01,2010-05-17,2014-06-20
ACE*COMM,Public Relations,5000000,operating,USA,MD,"Washington, D.C.",Gaithersburg,1,1983-01-01,2007-01-01,2007-01-01
Ace Metrix,Advertising,24980307,operating,USA,CA,Los Angeles,El Segundo,6,2007-01-01,2008-08-01,2014-08-08
ACE Portal,Finance|FinTech|Marketplaces|Nonprofits,75000,operating,USA,NY,New York City,New York,1,2010-01-01,2011-04-01,2011-04-01
ACEA BIO,Biotechnology,30000000,operating,USA,CA,San Diego,San Diego,1,2002-01-01,2015-11-09,2015-11-09
Aceable,Education|Mobile Commerce|Technical Continuing Education,4700000,operating,USA,TX,Austin,Austin,2,2012-01-01,2013-10-15,2015-10-01
Acelero Learning,Education|Online Education|Services,4000000,operating,USA,NY,New York City,New York,1,2001-01-01,2015-05-21,2015-05-21
ACell,Health and Wellness,8700000,operating,USA,MD,Baltimore,Columbia,1,1999-01-01,2011-04-26,2011-04-26
Acer Therapeutics,Pharmaceuticals,2100000,operating,USA,MA,Boston,Cambridge,1,2013-01-01,2015-04-02,2015-04-02
Acera Surgical,Health Care,600000,operating,USA,MO,St. Louis,St Louis,1,2013-01-01,2013-08-08,2013-08-08
Acesis,Health Care|Physicians|Software,3638201,operating,USA,CA,SF Bay Area,Mountain View,1,2006-01-01,2010-04-30,2010-04-30
Acetylon Pharmaceuticals,Biotechnology,151250000,operating,USA,MA,Boston,Boston,6,2008-01-01,2009-08-01,2013-07-29
Achaogen,Biotechnology|Health Care,116605707,ipo,USA,CA,SF Bay Area,South San Francisco,4,2004-01-01,2004-08-01,2013-03-22
Achates Power,Clean Technology,54300000,operating,USA,CA,San Diego,San Diego,3,2004-01-01,2009-10-08,2013-10-09
Achieve Lending,Finance Technology,50000,operating,USA,NY,New York City,New York,1,2014-01-01,2014-07-31,2014-07-31
Achieve X,Software,150000,operating,USA,PA,Philadelphia,Conshohocken,1,2008-01-01,2010-05-10,2010-05-10
Achieve3000,Software,13600000,operating,USA,NJ,Newark,Lakewood,2,2000-01-01,2004-07-22,2007-07-24
Achievers,Employer Benefits Programs|Incentives|Services|Software,52422326,acquired,USA,CA,SF Bay Area,San Francisco,5,1995-01-01,2007-11-29,2011-09-28
Achillion Pharmaceuticals,Biotechnology|Health Care,91100000,ipo,USA,CT,Hartford,New Haven,2,1998-01-01,2002-01-28,2010-08-18
Achronix Semiconductor,Semiconductors,135776263,operating,USA,CA,SF Bay Area,Santa Clara,5,2004-01-01,2007-01-23,2013-04-09
Achvr,Curated Web|Games|Gamification|Media|Social Media,1250000,operating,USA,MA,Boston,Boston,1,2011-10-14,2013-10-09,2013-10-09
Blackwave,Social Media|Storage|Video Streaming|Web Hosting,28000000,acquired,USA,MA,Boston,Acton,3,2006-01-01,2006-12-01,2009-09-30
Zentri,Internet of Things|Security|Software|Wireless,3400000,operating,USA,CA,SF Bay Area,Los Gatos,2,2014-01-01,2014-01-14,2015-04-03
ACM Capital Partners,Consulting,8000000,operating,USA,FL,Miami,Miami,1,2008-08-01,2013-10-23,2013-10-23
Acologix,Biotechnology,40000000,operating,USA,CA,SF Bay Area,Hayward,1,1992-01-01,2004-05-04,2004-05-04
Acompli,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,7300000,acquired,USA,CA,SF Bay Area,San Francisco,1,2013-06-01,2013-06-04,2013-06-04
Acopio,Agriculture|Analytics|Coffee,20000,operating,USA,CA,SF Bay Area,Oakland,1,2012-01-01,2012-04-01,2012-04-01
Acorns,Apps|Finance|FinTech|Mobile|Technology,31960000,operating,USA,CA,Anaheim,Newport Beach,4,2012-02-29,2012-06-01,2015-04-15
Acoustic Technologies,Software,7974296,acquired,USA,TX,Austin,Austin,1,1998-01-01,2013-04-12,2013-04-12
Acousticeye,Clean Technology,15000000,operating,USA,TX,Houston,Houston,4,2006-01-01,2010-11-03,2014-07-01
Acquaintable,Curated Web,40000,acquired,USA,NY,New York City,New York,1,2012-01-01,2013-01-07,2013-01-07
Acquia,Content|Enterprise Software|Social Media|Software|Web CMS,173500000,operating,USA,MA,Boston,Burlington,8,2007-05-01,2007-12-01,2015-09-28
Acquire Real Estate,Real Estate,6000000,operating,USA,NY,New York City,New York,1,2013-01-01,2015-05-25,2015-05-25
Acrisure,Finance,20000000,operating,USA,MI,Grand Rapids,Grand Rapids,1,2006-01-01,2010-01-29,2010-01-29
Acrobatiq,EdTech|Education,9750000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2013-01-01,2015-07-28,2015-07-28
ACS Athletics,Sports,215000,operating,USA,TX,Austin,Austin,1,1999-01-01,2006-07-01,2006-07-01
ACT Biotech,Biotechnology|Health and Wellness|Medical|Pharmaceuticals,26980000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-01-01,2008-05-06,2010-06-11
ACT.md,Software,8400000,operating,USA,MA,Boston,Boston,1,2012-01-01,2015-07-21,2015-07-21
Act-On Software,CRM|Marketing Automation|Software,72500000,operating,USA,OR,"Portland, Oregon",Beaverton,5,2008-01-01,2010-08-27,2014-04-15
Actelis Networks,Internet|Software|Web Hosting,113616859,operating,USA,CA,SF Bay Area,Fremont,8,1998-01-01,2001-06-06,2013-06-24
Actiance,Software,43600000,operating,USA,CA,SF Bay Area,Redwood City,3,1998-01-01,2002-11-15,2015-05-13
Actifi,Consulting,137500,operating,USA,MN,Minneapolis,Plymouth,1,2003-01-01,2011-08-25,2011-08-25
Actifio,Enterprise Software|Information Services|Information Technology,207500000,operating,USA,MA,Boston,Waltham,6,2009-07-01,2009-09-25,2014-03-23
Actinium Pharmaceuticals,Biotechnology,7000720,ipo,USA,NY,New York City,New York,2,2000-01-01,2011-11-03,2014-01-21
Actinobac Biomed,Biotechnology,600000,operating,USA,NJ,Newark,North Brunswick,2,2009-01-01,2009-03-20,2013-02-21
Action Online Publishing,Collectibles|Entertainment|Games|Toys,100000,operating,USA,MO,St. Louis,St Louis,2,2010-01-01,2011-09-01,2011-11-01
Action Engine,Mobile,58200000,acquired,USA,WA,Seattle,Bellevue,5,2000-02-01,2000-05-01,2007-07-01
ActionRun,Software,1510005,operating,USA,CA,SF Bay Area,Mountain View,1,2008-01-01,2011-02-25,2011-02-25
ActionX,Mobile,5000000,operating,USA,NY,New York City,New York,2,2012-01-01,2012-03-01,2013-09-16
ACTIV Financial Systems,Software,25000000,operating,USA,IL,Chicago,Chicago,1,2002-01-01,2010-01-20,2010-01-20
Activ Technologies,Software,1960315,operating,USA,GA,Atlanta,Roswell,2,2006-01-01,2012-09-26,2015-03-05
Activaided Orthotics,Fitness|Medical|Training,25000,operating,USA,PA,Pittsburgh,Pittsburgh,4,2011-01-01,2012-02-10,2013-09-22
